id,title,department,category,type,source,organization,url,download_url,local_path,language,format,pages_or_size,version,date,summary,topics,keywords,quality_score,security_level,sha256,status
DOC-IT-HD-011,SharePoint Online: Resolving document library permission access,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,GUIDE,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/sharepoint/troubleshoot/administration/troubleshoot-permission-issues,https://learn.microsoft.com/en-us/sharepoint/troubleshoot/administration/troubleshoot-permission-issues,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-011.md,en,MD,1603 KB,4.2,2021-12-12,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ SharePoint Online: Resolving document library permission access thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-011, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",87,INTERNAL,664cc5d910670af23688be228d7cd309fd7f4c66a03c17c55b92bebd383033ca,VERIFIED
DOC-IT-HD-012,Windows Print Spooler: Service crash diagnosis and queue clearing,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,TROUBLESHOOTING,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/net-stop,https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/net-stop,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-012.pdf,en,PDF,5.0 MB,1.3,2022-01-13,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Windows Print Spooler: Service crash diagnosis and queue clearing thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-012, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",96,DEPARTMENT,121aee648e77e9af49f4cce3399b36a79f6d07223beb00f18230e815339bf1f1,VERIFIED
DOC-IT-HD-013,Network Printer: TCP/IP Port configuration and driver deployment,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,MANUAL,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/print,https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/print,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-013.md,en,MD,1849 KB,2.4,2023-02-14,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Network Printer: TCP/IP Port configuration and driver deployment thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-013, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",83,INTERNAL,a21828513a455355afd645539264f93bdf996b403d790d2ebbfddbe118704184,VERIFIED
DOC-IT-HD-014,BitLocker Drive Encryption: Recovery password extraction via AD,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,GUIDE,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/windows/security/operating-system-security/data-protection/bitlocker/recovery-guide,https://learn.microsoft.com/en-us/windows/security/operating-system-security/data-protection/bitlocker/recovery-guide,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-014.pdf,en,PDF,1972 KB,3.5,2024-03-15,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ BitLocker Drive Encryption: Recovery password extraction via AD thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-014, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",89,INTERNAL,333e38879370039a73501d16be1e96465b49858ec5a2fb03eeba70cc9dde91fc,VERIFIED
DOC-IT-HD-015,Windows Event Viewer: Analyzing Critical System and Application logs,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,MANUAL,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/shows/inside/event-viewer,https://learn.microsoft.com/en-us/shows/inside/event-viewer,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-015.docx,en,DOCX,8.0 MB,4.6,2020-04-16,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Windows Event Viewer: Analyzing Critical System and Application logs thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-015, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",82,DEPARTMENT,836bd83d14c7c59b9694a8d8f737030d856a051cb0871f3bdee22d5bc57a8833,VERIFIED
DOC-IT-HD-016,Windows Task Manager: Diagnosing high CPU and memory exhaustion,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,GUIDE,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/sysinternals/downloads/process-explorer,https://learn.microsoft.com/en-us/sysinternals/downloads/process-explorer,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-016.pdf,en,PDF,2218 KB,1.7,2021-05-17,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Windows Task Manager: Diagnosing high CPU and memory exhaustion thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-016, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",84,INTERNAL,58b18be49ff0c3a51fdf72eef1a4a9d0cda7d5de22d59bde45fd8b74ab252754,VERIFIED
DOC-IT-HD-017,Remote Desktop (RDP): Resolving CredSSP encryption oracle remediation,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,TROUBLESHOOTING,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/troubleshoot/azure/virtual-machines/windows/credssp-encryption-oracle-remediation,https://learn.microsoft.com/en-us/troubleshoot/azure/virtual-machines/windows/credssp-encryption-oracle-remediation,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-017.md,en,MD,2341 KB,2.8,2022-06-18,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Remote Desktop (RDP): Resolving CredSSP encryption oracle remediation thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-017, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",97,INTERNAL,bdac443d6c0b0fb2392ae88d653e54004f38273047dd8812ef964545e6eb9cd2,VERIFIED
DOC-IT-HD-018,HelpDesk SOP: Severity 1 to 4 Incident Escalation Matrix,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,SOP,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/microsoft-365/admin/support/service-health-and-continuity,https://learn.microsoft.com/en-us/microsoft-365/admin/support/service-health-and-continuity,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-018.pdf,en,PDF,3.0 MB,3.0,2023-07-19,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ HelpDesk SOP: Severity 1 to 4 Incident Escalation Matrix thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-018, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",91,DEPARTMENT,08222c8f05dd1cf3ad41746992b8c3e4da3d459d1deb4975e6d110f5b06b36a1,VERIFIED
DOC-IT-HD-019,User Onboarding: Standard endpoint provisioning checklist,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,CHECKLIST,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/microsoft-365/admin/add-users/add-users,https://learn.microsoft.com/en-us/microsoft-365/admin/add-users/add-users,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-019.md,en,MD,2587 KB,4.1,2024-08-20,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ User Onboarding: Standard endpoint provisioning checklist thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-019, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",80,INTERNAL,3c9d68c420cbdae853c1c432b066e729cd0cf2604125a80bfd4cc264754348cb,VERIFIED
DOC-IT-HD-020,User Offboarding: Account revocation and asset collection procedure,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,PROCEDURE,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/microsoft-365/admin/add-users/remove-former-employee,https://learn.microsoft.com/en-us/microsoft-365/admin/add-users/remove-former-employee,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-020.pdf,en,PDF,2710 KB,1.2,2020-09-21,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ User Offboarding: Account revocation and asset collection procedure thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-020, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",97,INTERNAL,b2e6509819a8e7bc02ce886940081f7d00003a15bab086dc2260dc8d6f46350e,VERIFIED
DOC-IT-HD-021,Windows 10/11: Troubleshoot Blue Screen (BSOD) stop errors - Advanced Topic Part 2 / Technical Appendix,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,TROUBLESHOOTING,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/windows-client/setup/troubleshoot-blue-screen-errors#section-2,https://learn.microsoft.com/en-us/windows-client/setup/troubleshoot-blue-screen-errors#section-2,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-021.docx,en,DOCX,6.0 MB,2.3,2021-10-22,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Windows 10/11: Troubleshoot Blue Screen (BSOD) stop errors - Advanced Topic Part 2 / Technical Appendix thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-021, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",83,DEPARTMENT,2b29e6b7b215a1e6545ec5074d751dcca36e88835636ca5d13dfbb1ddb1a8f4a,VERIFIED
DOC-IT-HD-022,Windows 11: Deployment and clean installation guidelines - Advanced Topic Part 2 / Technical Appendix,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,GUIDE,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/windows-hardware/manufacture/desktop/windows-deployment-options#section-2,https://learn.microsoft.com/en-us/windows-hardware/manufacture/desktop/windows-deployment-options#section-2,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-022.pdf,en,PDF,2956 KB,3.4,2022-11-23,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Windows 11: Deployment and clean installation guidelines - Advanced Topic Part 2 / Technical Appendix thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-022, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",88,INTERNAL,63e31cf04e303ddf27ea509ea71e691db727440525ce27e412222d5570d4bcfa,VERIFIED
DOC-IT-HD-023,Windows 10/11: Troubleshoot Windows Update error codes - Advanced Topic Part 2 / Technical Appendix,IT_HELPDESK,Hỗ trợ Kỹ thuật & Người dùng,TROUBLESHOOTING,Microsoft Learn,Microsoft Corporation,https://learn.microsoft.com/en-us/windows/deployment/update/windows-update-troubleshooting#section-2,https://learn.microsoft.com/en-us/windows/deployment/update/windows-update-troubleshooting#section-2,enterprise_knowledge_base/01_IT/helpdesk/doc-it-hd-023.md,en,MD,3079 KB,4.5,2023-12-24,"Tài liệu tiêu chuẩn và quy trình nghiệp vụ Windows 10/11: Troubleshoot Windows Update error codes - Advanced Topic Part 2 / Technical Appendix thuộc phạm vi Hỗ trợ Kỹ thuật & Người dùng của bộ phận IT_HELPDESK. Cung cấp hướng dẫn kỹ thuật chi tiết, kiểm soát rủi ro và tuân thủ vận hành doanh nghiệp.",Hỗ trợ Kỹ thuật & Người dùng; IT_HELPDESK; Enterprise Standard; Compliance; Operations,"doc-it-hd-023, hỗ_trợ_kỹ_thuật_&_người_dùng, it_helpdesk, quy_trinh, huong_dan, tieu_chuan",93,INTERNAL,2e6ec227f62b3d70b679da63e9af0196993f97810358ce97d0708e5267f6ba9c,VERIFIED
